document_id,file_name,title,document_type,primary_topic,summary
eagle-knowledge-base/approved/supervisor-core/checklists/File_Reviewers_Checklist_FRC.txt,File_Reviewers_Checklist_FRC.txt,NIH File Reviewer's Checklist (FRC) - OALM Acquisition Compliance Review Standards,checklist,compliance,"Comprehensive checklist used by NIH's Office of Acquisition and Logistics Management (OALM) during Acquisition Compliance Reviews to assess acquisition file completeness and regulatory compliance. Covers general requirements, acquisition planning, solicitation, evaluation, award, modifications, receiving, and closeout phases with color-coded rating system (Green/Yellow/Red/NA)."
eagle-knowledge-base/approved/legal-counselor/appropriations-law/GAO_B-302358_IDIQ_Min_Fund.txt,GAO_B-302358_IDIQ_Min_Fund.txt,GAO Decision B-302358: IDIQ Minimum Obligation Requirements and Recording Statute Compliance,guidance,funding,"GAO decision establishing that IDIQ contracts require agencies to obligate the guaranteed minimum amount at the time of contract award, not when task orders are issued. The decision clarifies the distinction between IDIQ contracts and multiyear contracts under 41 U.S.C. § 254c, and holds that failure to timely record the minimum obligation violates the recording statute (31 U.S.C. § 1501(a)) and risks Antideficiency Act violations. Customs violated the recording statute by failing to obligate $25M minimum at contract award and instead obligating funds from the wrong fiscal year."
eagle-knowledge-base/approved/legal-counselor/appropriations-law/GAO_B-321640_ADA_Bonafide_Need_IDIQ.txt,GAO_B-321640_ADA_Bonafide_Need_IDIQ.txt,GAO Decision B-321640: IDIQ Guaranteed Minimum - Bona Fide Needs Rule Violation,guidance,compliance,"GAO decision establishing that IDIQ contract guaranteed minimums must reflect genuine bona fide needs of the agency at the time of contract award, not serve as a mechanism to ""park"" funds at fiscal year-end. SBA violated this rule by obligating $1.3M in FY 2009 and $1.9M in FY 2010 without issuing corresponding task orders until the following fiscal years, demonstrating no current-year need existed when obligations were recorded."
eagle-knowledge-base/approved/legal-counselor/case-law/consolidation/GAO_B-409528_Consolidation_Small_Business_Analysis_2014.txt,GAO_B-409528_Consolidation_Small_Business_Analysis_2014.txt,GAO Decision B-409528: Consolidation Analysis and Small Business Jobs Act Requirements - OS3 Office Supplies Procurement,guidance,socioeconomic,"GAO decision upholding GSA's consolidation of 400+ office supply MAS vendors into 24 multiple-award IDIQ contracts worth $1.25 billion. Establishes that Small Business Jobs Act consolidation requirements do not mandate detailed quantified cost-benefit analysis, but require market research, identification of alternatives, written determination, identification of negative impacts, and documented steps to include small businesses. Provides practical guidance on consolidation analysis documentation standards and acceptable levels of analysis rigor."
eagle-knowledge-base/approved/legal-counselor/protest-guidance/GAO_B-409917_Failure_to_Rebut_Agency_Arguments.txt,GAO_B-409917_Failure_to_Rebut_Agency_Arguments.txt,GAO Decision B-409917.11: Gella LLC - Failure to Rebut Agency Arguments in Protest Comments,reference,compliance,"GAO decision establishing that protesters must substantively rebut detailed agency responses to protest allegations or face procedural default and protest denial. The decision addresses key personnel evaluation standards requiring experience similar in scope to the contract type, related experience evaluation requiring size and scope similarity, and the requirement that reevaluations reasonably reflect proposal merits rather than maintain consistency with prior evaluations. Protesters filing generic disagreement statements without engaging specific agency arguments provide no basis for GAO to question agency reasonableness."
eagle-knowledge-base/approved/legal-counselor/case-law/consolidation/GAO_B-410074_Task_Order_Consolidation_Analysis.txt,GAO_B-410074_Task_Order_Consolidation_Analysis.txt,GAO Decision B-410074: Task Order Consolidation Analysis Requirements Under Small Business Jobs Act,guidance,compliance,"GAO decision establishing that consolidation analysis is required for task orders under multiple-award contracts (MACs) when consolidating two or more prior contracts exceeding $2M, and that agencies must conduct market research, assess small business impact, and obtain written SPE/CAO determination before issuing such solicitations. The decision also addresses cost reimbursement standards, finding the Air Force unduly delayed corrective action and awarding protest costs for the clearly meritorious consolidation challenge."
eagle-knowledge-base/approved/legal-counselor/case-law/evaluation/GAO_B-413091_Price_Analysis_Burdened_Rates_Compensation_Plan_Realism_Meaningful_Discussions.txt,GAO_B-413091_Price_Analysis_Burdened_Rates_Compensation_Plan_Realism_Meaningful_Discussions.txt,GAO Decision B-413091: Employee Compensation Plan Evaluation - Burdened vs. Unburdened Rates Analysis,reference,compliance,"GAO sustained protest of Air Force IT support task order award, finding agency improperly evaluated Employee Compensation Plans by comparing burdened labor rates (including overhead, G&A, profit) instead of actual compensation and fringe benefits as required by FAR 52.222-46. The decision establishes critical guidance that ECP evaluations must analyze unburdened rates representing actual employee compensation, not total government costs, and requires adequate documentation of labor category mapping comparisons."
eagle-knowledge-base/approved/compliance-strategist/proposal-guidance/GAO_B-413104.32_Technical_Approach_Experience_Only.txt,GAO_B-413104.32_Technical_Approach_Experience_Only.txt,"GAO Decision B-413104.32: Technical Approach vs. Experience Only - Trillion Technology Solutions, Inc.",reference,compliance,"GAO decision denying protest where NIH reasonably evaluated offeror's proposal as unacceptable for failing to describe technical approach and methodology for future performance, despite providing cogent descriptions of past experience. Establishes critical distinction that describing what was accomplished on prior contracts is insufficient without explicit explanation of how work will be performed and what methodology will be used on the solicitation."
eagle-knowledge-base/approved/compliance-strategist/proposal-guidance/GAO_B-413104.35_Technical_Approach_vs_Experience.txt,GAO_B-413104.35_Technical_Approach_vs_Experience.txt,GAO Decision B-413104.35/38: Technical Approach vs. Experience in Proposal Evaluation,reference,compliance,"GAO decision denying protest by BITS regarding NIH's rejection of its CIO-SP3 GWAC proposal for failing to provide a forward-looking technical approach and methodology, instead submitting only past experience descriptions. The decision establishes that while RFPs may encourage experience examples, they cannot substitute for required technical approach and methodology, and that generic template proposals providing methodology are acceptable even if not customized."
eagle-knowledge-base/approved/compliance-strategist/proposal-guidance/GAO_B-413104.36_CTA_Accounting_System_Verification.txt,GAO_B-413104.36_CTA_Accounting_System_Verification.txt,GAO Decision B-413104.36: Shivoy Inc. - Cost Accounting System Verification Requirements for CTA Members,reference,compliance,"GAO decision denying protest by Shivoy Inc. regarding NIH CIO-SP3 GWAC evaluation. Establishes that financial audit reports on financial statements do not satisfy FAR 16.301-3(a)(1) requirements for cost accounting system verification; offerors and all CTA members must provide verification from DCAA, DCMA, federal audit agencies, or third-party CPAs explicitly stating the accounting system is adequate for determining costs applicable to cost-reimbursement contracts. Decision clarifies the critical distinction between financial statement audits and cost accounting system adequacy verifications required for government contracting."
eagle-knowledge-base/approved/compliance-strategist/proposal-guidance/GAO_B-413104.40_CTA_Encrypted_Documents_Passwords.txt,GAO_B-413104.40_CTA_Encrypted_Documents_Passwords.txt,"GAO Decision B-413104.40: Opus Group, LLC - CTA Encrypted Document Passwords",reference,compliance,"GAO decision denying protest by Opus Group, LLC regarding NIH's rejection of proposal for failure to provide decryption passwords for encrypted financial documents submitted by contractor team arrangement (CTA) members. Establishes that encrypted documents without passwords are tantamount to failure to provide required documents, agency has no obligation to request missing passwords, and offerors bear responsibility for timely submission of all required materials including proper delivery confirmation."
eagle-knowledge-base/approved/compliance-strategist/proposal-guidance/GAO_B-413104.4_CTA_Conflicting_Team_Lead_Information.txt,GAO_B-413104.4_CTA_Conflicting_Team_Lead_Information.txt,GAO Decision B-413104.4: NextGen Consulting - CTA Conflicting Team Lead Information,reference,compliance,"GAO decision denying protest of NIH CIO-SP3 GWAC proposal rejection due to deficient Contractor Team Arrangement (CTA) documentation. The CTA agreement contained conflicting information about team lead designation (NextGen vs. KOMPSYS), failed to clearly distinguish between FAR 9.601(1) CTA members and FAR 9.601(2) subcontractors, and lacked specific duties and responsibilities for each team member, making agency evaluation impossible. Decision establishes that offerors bear responsibility for submitting well-written, clear CTA documents with unambiguous team lead designation and specific task assignments."
eagle-knowledge-base/approved/legal-counselor/case-law/scope/GAO_B-413729_Out_of_Scope_Task_Order_Violated_CICA.txt,GAO_B-413729_Out_of_Scope_Task_Order_Violated_CICA.txt,GAO Decision B-413729: Out-of-Scope Task Order Violated CICA - Threat Management Group v. Air Force,reference,compliance,"GAO sustained a protest by Threat Management Group against an Air Force task order (TO 76) for EOD training services under an R3 IDIQ contract, finding the task order violated the Competition in Contracting Act by exceeding the underlying contract's scope. The agency failed to provide adequate documentation establishing what specific services were requested, and available evidence showed some training services (CBRN training, controlled area training, medical training) fell outside the contract's Performance Work Statement scope, which was limited to demolition and handling of explosives training."
eagle-knowledge-base/approved/legal-counselor/case-law/evaluation/GAO_B-414103_Evaluation_Documentation_Price_Options.txt,GAO_B-414103_Evaluation_Documentation_Price_Options.txt,GAO Decision B-414103: Verdi Consulting v. HUD - Inadequate Evaluation Documentation for Price and Past Performance,reference,compliance,"GAO sustained protest of HUD's award of Financial Operations Services IDIQ contract to Falcon Capital Advisors, finding three critical deficiencies: (1) past performance evaluation improperly assessed future capability (HERMIT system access) rather than past performance and was inadequately documented; (2) price evaluation failed to evaluate option year pricing as required by FAR 52.217-5 and RFP terms, considering only base year costs; (3) best-value tradeoff was inadequately documented with only two sentences and failed to compare all competitive range offerors or consider total evaluated prices. Agency's corrective action reevaluating past performance and technical factors did not cure defects because no new source selection decision was issued and price evaluation remained flawed."
eagle-knowledge-base/approved/legal-counselor/case-law/consolidation/GAO_B-417500_BPA_Consolidation_Analysis.txt,GAO_B-417500_BPA_Consolidation_Analysis.txt,GAO Decision B-417500: Coast to Coast Computer Products - BPA Consolidation Analysis and Small Business Set-Aside Requirements,reference,compliance,"GAO decision establishing that consolidation analysis under the Small Business Jobs Act applies to task orders issued under BPAs, not to BPA establishment itself. The decision clarifies that agencies are not required to set aside FSS BPA establishments for small businesses and affirms that apparent solicitation improprieties must be protested before the closing date."
eagle-knowledge-base/approved/legal-counselor/case-law/evaluation/GAO_B-418193_Corrective_Action_Inadequate_Documentation.txt,GAO_B-418193_Corrective_Action_Inadequate_Documentation.txt,"GAO Decision B-418193.2: Unissant, Inc. - Corrective Action for Inadequate Evaluation Documentation",reference,compliance,"GAO decision denying protest of agency corrective action (task order termination and procurement restart) where the contracting officer acknowledged making source selection based on conclusory technical findings without adequate supporting documentation. Establishes that agencies have broad discretion to take corrective action when procurement actions are flawed and inadequately documented, and that GAO will not force agencies to proceed with awards they believe violate procurement law and regulation."
eagle-knowledge-base/approved/legal-counselor/protest-guidance/GAO_B-419831_PIA_Allegations_Interested_Party.txt,GAO_B-419831_PIA_Allegations_Interested_Party.txt,"GAO Decision B-419831: Alpine Companies, Inc. - Procurement Integrity Act Reporting Requirements and Interested Party Status",reference,compliance,"GAO decision dismissing protests by Alpine Companies, Inc. regarding a $54.9M HUD loan servicing contract award to ISN. The decision establishes that Alpine lacked interested party status due to its own proposal's technical unacceptability, that agencies are not required to seek clarifications for material term exceptions, and that Alpine failed to comply with PIA reporting requirements by declining to provide specific information about alleged violations within the 14-day reporting window."
eagle-knowledge-base/approved/legal-counselor/protest-guidance/GAO_B-419956.258_EPDS_Filing_Timeliness.txt,GAO_B-419956.258_EPDS_Filing_Timeliness.txt,GAO Decision B-419956.258: EPDS Filing Timeliness and Protest Procedures,reference,legal,"GAO decision establishing strict enforcement of protest filing deadlines, holding that email submissions to protests@gao.gov do not constitute valid filings when EPDS is functioning normally and that a 10-minute late EPDS filing is untimely with no exceptions. The decision clarifies that alternative email filing is only permitted when EPDS experiences system-wide technical failures during business hours, and provides guidance on proper protest procedures and filing requirements."
eagle-knowledge-base/approved/legal-counselor/case-law/evaluation/GAO_B-421835_Past_Performance_Evaluation_Blending.txt,GAO_B-421835_Past_Performance_Evaluation_Blending.txt,GAO Decision B-421835: Vertex Aerospace Past Performance Evaluation - Improper Blending of CPARS Ratings,guidance,performance,"GAO sustained a protest against the Army's evaluation of Vertex Aerospace's past performance, finding the agency improperly ""blended"" CPARS ratings by tallying them without qualitative assessment of contract relevancy, thereby giving equal weight to ratings on relevant versus somewhat relevant contracts. The decision establishes that agencies must conduct qualitative analysis distinguishing between relevant and somewhat relevant contracts, document how relevancy affects confidence ratings, and ensure factual accuracy in source selection decisions."
eagle-knowledge-base/approved/legal-counselor/case-law/evaluation/GAO_B-421917_FSS_Evaluation_Errors.txt,GAO_B-421917_FSS_Evaluation_Errors.txt,"GAO Decision B-421917: FSS Evaluation Errors - Kauffman and Associates, Inc. v. CMS",reference,compliance,"GAO sustained a protest on multiple grounds against CMS's award of an FSS training services contract to Octane over Kauffman and Associates. The decision addresses critical evaluation errors including latent ambiguity in solicitation requirements, unequal evaluation of quotations, unreasonable technical assessments, improper past performance evaluation, and FSS pricing violations where the awardee proposed rates exceeding GSA schedule rates."
eagle-knowledge-base/approved/legal-counselor/case-law/evaluation/GAO_B-422681_Disparate_Evaluation_Price_Realism_Discretion.txt,GAO_B-422681_Disparate_Evaluation_Price_Realism_Discretion.txt,"GAO Decision B-422681: Anika Systems, Inc. - Disparate Evaluation and Price Realism Analysis",reference,compliance,"GAO sustained a protest by Anika Systems regarding disparate evaluation of technical proposals in a USCIS data strategy support services task order competition. The decision addresses three sustained grounds of disparate treatment (word frequency-based evaluation, ambiguous actor identification, and missed strength findings), one denied ground on unstated innovation criteria, and upholds agency discretion not to conduct price realism analysis when awardee's price is only 7.2% below average. The decision provides critical guidance on evaluation consistency, clarity standards, and price realism thresholds for fixed-price task orders."
eagle-knowledge-base/approved/legal-counselor/case-law/evaluation/GAO_B-423197_ECP_Apples_to_Oranges_SPRS_Price_Risk.txt,GAO_B-423197_ECP_Apples_to_Oranges_SPRS_Price_Risk.txt,"GAO Decision B-423197: MicroTechnologies LLC - ECP Evaluation, Apples-to-Oranges Comparison, and SPRS Price Risk Analysis",reference,compliance,"GAO sustained protests regarding Air Force's evaluation of professional employee compensation plans (FAR 52.222-46), improper ""apples-to-oranges"" comparison methodology mixing direct rates with fringe benefits, and failure to conduct required SPRS price risk analysis per DFARS 252.204-7024. Decision establishes that agencies must document specific analysis of program continuity, quality, and staff availability when evaluating rates below incumbent levels, and must compare like compensation elements (direct-to-direct or total-to-total, not mixed)."
eagle-knowledge-base/approved/legal-counselor/case-law/evaluation/GAO_B-423281_ECP_Evaluation_Failure_Indirect_Rate_Cap.txt,GAO_B-423281_ECP_Evaluation_Failure_Indirect_Rate_Cap.txt,GAO Decision B-423281: Owl International Inc. v. Navy - ECP Evaluation Failure and Indirect Rate Cap Analysis,reference,compliance,"GAO decision sustaining a protest by Owl International Inc. against the Navy's award to PCCI for ESSM and oil spill response services. The decision holds that the Navy failed to evaluate professional employee compensation (ECP) under FAR 52.222-46 despite incorporating the provision and requiring necessary cost data, but denies challenges to indirect rate cap treatment and technical/past performance evaluations. The decision provides critical guidance on calculating direct labor rates from burdened rates and the circumstances under which RFP provisions can modify standard cost realism analysis requirements."
eagle-knowledge-base/approved/legal-counselor/case-law/evaluation/GAO_B-423341_ECP_Misleading_Discussions_Best_Value.txt,GAO_B-423341_ECP_Misleading_Discussions_Best_Value.txt,"GAO Decision B-423341: SMS Data Products Group, Inc. - Employee Compensation Plan Evaluation, Enhanced Debriefing Timeliness, and Misleading Discussions",reference,compliance,"GAO decision addressing three key issues in a DoD task order competition: (1) timeliness of protest filed within 10 days of debriefing delivery despite untimely enhanced debriefing questions; (2) reasonableness of evaluating awardee's professional employee compensation plan as realistic despite 10% lower total price than protester; and (3) whether discussions were misleading when agency identified protester's rates as unrealistic and offered choice to revise or justify, but protester chose to increase rates. Decision establishes incumbent rate reliability methodology using 4% threshold and confirms that offering offerors choice between revising rates or providing justification does not constitute misleading discussions."
eagle-knowledge-base/approved/legal-counselor/case-law/past-performance/GAO_B-423546_SPRS_Past_Performance_Contract_Admin.txt,GAO_B-423546_SPRS_Past_Performance_Contract_Admin.txt,"GAO Decision B-423546: SPRS Past Performance Evaluation, Contract Administration vs. Protest Jurisdiction, and New Pleading Standards",guidance,compliance,"GAO decision dismissing and denying protest grounds in a DLA simplified acquisition for vehicle tire cross chains, establishing that disputes over existing contract usage and performance explanations are contract administration matters outside GAO jurisdiction. The decision adopts the new FY2025 NDAA pleading standard requiring protesters to provide credible allegations supported by evidence, not bare assertions, and affirms agency discretion to pay price premiums for superior past performance using SPRS/VPH systems."
eagle-knowledge-base/approved/legal-counselor/case-law/evaluation/GAO_B-423552_Past_Performance_Affiliate_Joint_Venture_Tradeoff.txt,GAO_B-423552_Past_Performance_Affiliate_Joint_Venture_Tradeoff.txt,"GAO Decision B-423552: Past Performance Evaluation of Affiliates, Joint Ventures, and Best-Value Tradeoff Analysis",reference,compliance,"GAO bid protest decision addressing improper evaluation of past performance from affiliate companies and joint ventures, crediting offerors with work they did not perform, and inadequate qualitative comparison in best-value tradeoff analysis. The decision establishes requirements for agencies to properly document affiliate relationships, analyze joint venture roles, and conduct qualitative comparisons beyond adjectival ratings when evaluating proposals."
eagle-knowledge-base/approved/legal-counselor/protest-guidance/GAO_Bid_Protests_Essential_Guide_for_COs.txt,GAO_Bid_Protests_Essential_Guide_for_COs.txt,GAO Bid Protests - Essential Guide for Contracting Officers,guidance,legal,"Comprehensive reference guide on GAO bid protest procedures, authority, filing requirements, and timeliness rules under the Competition in Contracting Act. Covers who may file, what can be protested, decision timelines, and key takeaways for contracting officers managing protests."
eagle-knowledge-base/approved/supervisor-core/essential-templates/GFP Form.pdf,GFP Form.pdf,Government Furnished Property (GFP) Form,template,acquisition_packages,"This form documents Government-furnished property made available to contractors for contract performance. It requires identification of property by name, part number, manufacturer, and NSN, along with acquisition costs and condition status. The contractor bears responsibility for all costs related to property availability, including transportation, installation, and rehabilitation."
eagle-knowledge-base/approved/market-intelligence/vehicle-information/GSA_Order_Level_Materials_Guide.txt,GSA_Order_Level_Materials_Guide.txt,GSA Order-Level Materials (OLMs) Guidance for EAGLE GSA Schedule Order Support,guidance,acquisition_packages,"Comprehensive guidance on Order-Level Materials (OLMs) procedures for adding non-Schedule items to GSA Schedule orders. Covers OLM requirements, limitations (33.33% cost cap), pricing determination, contractor responsibilities, and compliance requirements under GSA Schedules authority."
eagle-knowledge-base/approved/supervisor-core/core-procedures/HCA_SPE_Approval_Thresholds_Updated.txt,HCA_SPE_Approval_Thresholds_Updated.txt,HCA and SPE Approval Thresholds and Review Instructions (Updated November 2025),reference,compliance,"This reference document provides current approval thresholds and review procedures for HHS acquisition strategies, acquisition plans, and justifications and approvals (J&As), incorporating FAC 2025-06 updates effective October 1, 2025. It establishes dollar-based approval levels ranging from Contracting Officer to HHS Senior Procurement Executive, includes EAGLE system integration guidance, and specifies submission requirements and timelines for federal acquisition reviews."
eagle-knowledge-base/approved/supervisor-core/essential-templates/HHS Streamlined Acquisition Plan Template.docx,HHS Streamlined Acquisition Plan Template.docx,HHS Streamlined Acquisition Plan (AP) Template,template,acquisition_packages,"This template provides the standardized format for completing Acquisition Plans (APs) at the Department of Health and Human Services, as required by FAR 7.1 and 41 USC 253(a). It guides acquisition planners through all required sections including needs assessment, cost analysis, competition strategy, contract type selection, and risk management to ensure comprehensive planning for all acquisitions above the simplified acquisition threshold."
eagle-knowledge-base/approved/supervisor-core/essential-templates/HHS SubK Plan Template - updated March 2022.doc,HHS SubK Plan Template - updated March 2022.doc,HHS SubK Plan Template - updated March 2022.doc,unknown,general,
eagle-knowledge-base/approved/compliance-strategist/HHSAR-guidance/HHSAR_Class_Deviation_2026-01.txt,HHSAR_Class_Deviation_2026-01.txt,HHSAR Class Deviation 2026-01: Revolutionary FAR Overhaul (RFO) Implementation,regulation,compliance,"HHS class deviation implementing the Revolutionary FAR Overhaul (RFO) initiative effective November 21, 2025. Restructures HHSAR Parts 306, 311, and 352 with major changes to competition requirements, agency needs description, and contract clauses. Includes new restrictions on commercial endorsements, terminology updates (EIT to ICT), and new HRPAS requirements for health resources."
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/HHS_AA_2023_02_Amendment_4_Small_Business_Review.txt,HHS_AA_2023_02_Amendment_4_Small_Business_Review.txt,HHS Acquisition Alert 2023-02 Amendment 4: Small Business Review Thresholds and HHS 653 Form Requirements,policy,socioeconomic,"This acquisition alert provides policy guidance on small business contract review thresholds and HHS 653 Form submission requirements for HHS acquisitions. It clarifies that OSDBU and/or SBA PCR review is only required for actions NOT set-aside for small businesses above the Simplified Acquisition Threshold ($350,000), and establishes approval levels, procedures, and timelines for small business reviews across different procurement dollar ranges."
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/HHS_AA_2026_01_EO_14271_Non_Commercial_Approval.txt,HHS_AA_2026_01_EO_14271_Non_Commercial_Approval.txt,HHS ACQUISITION ALERT 2026-01: EO 14271 SPE Approval for Non-Commercial Products/Services,policy,compliance,"HHS Acquisition Alert 2026-01 implements Executive Order 14271 requiring Senior Procurement Executive (SPE) approval before solicitation release for all non-commercial products and services above the Simplified Acquisition Threshold ($350,000). The alert establishes procedures, exclusions, timelines, and integration requirements with the EAGLE system."
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/HHS_AA_2026_02_Streamlining_Efficiencies.txt,HHS_AA_2026_02_Streamlining_Efficiencies.txt,HHS Acquisition Alert 2026-02: Acquisition Streamlining Efficiencies for FY26,policy,acquisition_packages,"Temporary acquisition streamlining efficiencies for HHS contracting workforce through December 31, 2025, eliminating certain non-statutory requirements for Acquisition Strategy and Acquisition Plan documentation below SPE thresholds and for task/delivery orders under existing IDIQs and BPAs."
eagle-knowledge-base/approved/supervisor-core/essential-templates/HHS_AP_Structure_Guide.txt,HHS_AP_Structure_Guide.txt,HHS Acquisition Plan (AP) Template - Structure Guide,guidance,acquisition_packages,"Comprehensive reference guide for understanding the HHS Acquisition Plan template structure, sections, and requirements for acquisitions above the Simplified Acquisition Threshold ($350K). Provides detailed guidance on all 30 sections organized under acquisition background/objectives and plan of action, with regulatory basis in FAR 7.105 and HHSAR requirements."
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/HHS_BA_TAA_Construction_Materials_Checklist.docx,HHS_BA_TAA_Construction_Materials_Checklist.docx,HHS Buy American and Trade Agreements Act Compliance Checklist for Construction Materials,checklist,compliance,"This checklist is used by HHS to verify compliance with the Buy American (BA) Statute and Trade Agreements Act (TAA) requirements for construction materials contracts. It must be completed and included in the contract file, with determinations documented regarding BAA and TAA applicability, and requires certification by both the Contract Specialist and Contracting Officer."
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/HHS_BA_TAA_Services_Checklist.docx,HHS_BA_TAA_Services_Checklist.docx,HHS Buy American and Trade Agreements Act (TAA) Services Checklist,checklist,compliance,"This checklist is used by HHS to ensure compliance with the Buy American statute and Trade Agreements Act requirements for service contracts. It requires contract specialists and contracting officers to document applicability determinations, maintain supporting documentation, and ensure proper FAR provisions and FPDS-NG reporting are completed."
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/HHS_BA_TAA_Supplies_Checklist.docx,HHS_BA_TAA_Supplies_Checklist.docx,HHS Buy American and Trade Agreements Act (TAA) Compliance Checklist for Supplies,unknown,compliance,"This checklist is used by HHS contracting personnel to verify compliance with the Buy American (BA) Statute and Trade Agreements Act (TAA) requirements for supply contracts. It requires completion and inclusion in the contract file, with references to FAR Part 25, HHS FAR Class Deviation (2022-01), and HHSAM Part 325, and includes certification by contract specialists and contracting officers regarding applicability determinations.</summary>
<parameter name=""document_type"">checklist"
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/HHS_Document_Review_Guide_Supporting_Docs_Matrix.txt,HHS_Document_Review_Guide_Supporting_Docs_Matrix.txt,HHS Acquisition Document Review Guide - Supporting Documentation Requirements Matrix,guidance,acquisition_packages,"This HHS guidance document provides a comprehensive matrix of required supporting documentation for acquisition documents requiring SPE (Senior Procurement Executive) concurrence and approval. It establishes submission procedures, review timelines, internal coordination requirements, and EAGLE system integration for federal acquisition packages."
eagle-knowledge-base/approved/compliance-strategist/SOPs/HHS_GPC_Streamlined_Guide_2025.txt,HHS_GPC_Streamlined_Guide_2025.txt,HHS Government Purchase Card Program Streamlined Guide for EAGLE Acquisition Support,guidance,acquisition_packages,"Streamlined guidance for HHS micro-purchase procedures using the Government Purchase Card (GPC), covering eligibility, thresholds, required sources, prohibited purchases, and mandatory compliance requirements. Updated November 2025 with new micro-purchase threshold of $15,000 per FAC 2025-06."
eagle-knowledge-base/approved/market-intelligence/hhs-requirements/HHS_Market_Research_Directive_2022.txt,HHS_Market_Research_Directive_2022.txt,HHS Market Research Directive Version 2.0,policy,market_research,"Comprehensive policy establishing HHS-wide requirements for conducting, documenting, and implementing market research in federal acquisitions. Consolidates FAR Parts 10, 7, and related requirements with mandatory template use, four minimum documentation elements, and emphasis on commercial-first procurement, small business participation, and Buy American compliance."
eagle-knowledge-base/approved/compliance-strategist/PMR-checklists/HHS_PMR_BPA_Checklist.txt,HHS_PMR_BPA_Checklist.txt,HHS PMR GSA Schedule BPA and Call Checklists,checklist,acquisition_packages,"Comprehensive checklist for HHS procurement officials managing GSA Schedule Blanket Purchase Agreements (BPAs) and calls under FAR Part 8. Outlines unique BPA requirements including approval thresholds, posting requirements, fair opportunity procedures, and option exercise determinations distinct from standard IDIQ contracts."
eagle-knowledge-base/approved/supervisor-core/checklists/HHS_PMR_Common_Requirements.txt,HHS_PMR_Common_Requirements.txt,HHS PMR Common Requirements Across All Contract Types,checklist,compliance,"Comprehensive checklist of universal pre-award, solicitation/award, and administration/closeout requirements applicable to all HHS contract types. Covers critical compliance areas including funding, market research, small business review, Buy American Act, IT security, cost/price analysis, responsibility determinations, subcontracting plans, and closeout procedures with specific FAR and HHSAM citations."
eagle-knowledge-base/approved/compliance-strategist/PMR-checklists/HHS_PMR_Common_Requirements.txt,HHS_PMR_Common_Requirements.txt,HHS PMR Common Requirements Across All Contract Types,checklist,compliance,"Comprehensive checklist of universal pre-award, solicitation/award, and administration/closeout requirements applicable to all HHS contract types. Covers funding, market research, small business, mandatory sources, Buy American, performance-based services, IT security, publicizing, cost analysis, responsibility determinations, and closeout procedures."
eagle-knowledge-base/approved/compliance-strategist/PMR-checklists/HHS_PMR_FSS_Checklist.txt,HHS_PMR_FSS_Checklist.txt,HHS PMR Federal Supply Schedule (FSS) Order Checklist,checklist,contract_types,"Comprehensive checklist for HHS contracting officers managing direct FSS orders without Blanket Purchase Agreements (BPAs). Outlines unique FSS requirements including competition thresholds, price reduction mandates, SOW documentation, and open market compliance, with emphasis on distinctions from BPA call procedures."
eagle-knowledge-base/approved/compliance-strategist/PMR-checklists/HHS_PMR_IDIQ_Checklist.txt,HHS_PMR_IDIQ_Checklist.txt,HHS PMR IDIQ Contract and Order Checklists,checklist,acquisition_packages,"Comprehensive compliance checklist for HHS Indefinite Delivery/Indefinite Quantity (IDIQ) contracts and orders, covering parent contract requirements and individual order procedures. Addresses critical requirements including single vs. multiple award decisions, source selection documentation, fair opportunity procedures, and closeout processes, with specific emphasis on appropriations law compliance and minimum guarantee order issuance."
eagle-knowledge-base/approved/compliance-strategist/PMR-checklists/HHS_PMR_SAP_Checklist.txt,HHS_PMR_SAP_Checklist.txt,HHS PMR Simplified Acquisition Procedures (SAP) Checklist,unknown,acquisition_packages,"Comprehensive checklist for HHS procurement personnel managing simplified acquisitions up to $350K SAT threshold. Covers 62 pre-award, solicitation/award, and administration/closeout requirements including market research, competition, socioeconomic considerations, compliance certifications, and closeout procedures. Integrates FAR requirements with HHS-specific policies and mandatory compliance items.</summary>
<parameter name=""document_type"">checklist"
eagle-knowledge-base/approved/supervisor-core/checklists/HHS_PMR_Threshold_Matrix.txt,HHS_PMR_Threshold_Matrix.txt,HHS PMR Threshold-Based Requirements Matrix,reference,acquisition_packages,"Comprehensive matrix of federal acquisition thresholds and triggered requirements effective October 1, 2025, detailing compliance obligations across eight monetary thresholds from $15,000 to $100 million for various contract types including IDIQ, BPA, and FSS orders."
